AWID,NDID,NDIC,
A309,AMOTI,UN,555700N0890300E
A309,ROTLI,UN,561618N0903642E
A309,GIRUM,UN,562836N0912736E
A309,OKRIM,UN,565400N0931000E
A31,LABRO,DA,371630N0010724E
A31,KIRLA,DA,370124N0013000E
A31,CHE,DA,363606N0021136E
A31,ALR,DA,364130N0031254E
A31,BNA,DA,363906N0033530E
A31,BABOR,DA,362906N0050000E
A31,TAJEN,DA,362300N0055112E
A31,CSO,DA,361736N0063630E
A310,BGE,SB,312324S0540636W
A310,ASUMA,SB,315206S0540918W
A310,MIMOL,SU,322036S0541318W
A310,AROMO,SU,333000S0550242W
A310,TELAK,SU,342036S0553936W
A310,CRR,SU,345000S0560130W
A310,DAGUS,SU,350218S0560724W
A310,DARKA,SU,351800S0561500W
A310,ROPIS,SA,364430S0565730W
A310,MDP,SA,375548S0573436W
A310,GUSIN,UI,510600N1061400E
A310,SERNA,ZM,501830N1062806E
A311,VAS,SG,251442S0573118W
A311,ROLOK,SG,252124S0563642W
A311,COSTA,SG,253042S0551412W
A311,FOZ,SB,253500S0543012W
A311,RO,UN,551554N0945242E
A311,TISBU,UN,554906N0941848E
A311,LALOM,UN,555424N0934930E
A312,ANU,TA,170736N0614800W
A312,KASKI,TT,164236N0614030W
A312,PPR,TF,161554N0613224W
A312,DOM,TD,153306N0611742W
A312,FOF,TF,143524N0610124W
A312,DAMOV,TT,132900N0603806W
A312,LOGAN,TT,120818N0600836W
A312,DALGA,TT,085512N0590418W
A312,LEPOD,SY,083018N0585554W
A312,LOKIT,SY,074100N0583918W
A312,MEXEN,SY,065806N0582500W
A312,TIM,SY,062948N0581536W
A314,COA,SB,295700S0510848W
A314,ORATO,SB,301924S0515012W
A314,PAMUG,SB,302312S0515800W
A314,AKPIG,SB,311142S0534054W
A314,BGE,SB,312324S0540636W
A314,ISALA,SB,314036S0542648W
A314,DUR,SU,332124S0562948W
A314,PONPA,SU,335624S0571900W
A314,PAPIX,SU,342500S0580000W
A314,EZE,SA,344924S0583206W
A315,ZBV,MY,254212N0791736W
A315,SWIMM,MY,253000N0790218W
A315,TINKY,MY,245848N0782336W
A315,PEKRE,MY,244418N0780548W
A315,JAYEE,MY,242554N0774324W
A315,HODGY,MY,240936N0772342W
A315,AMBIS,MY,234354N0765248W
A315,DUNNO,K7,225542N0755554W
A315,ACMEE,KZ,221030N0750324W
A315,KNSLY,KZ,205742N0734042W
A315,JOSES,KZ,200842N0731306W
A315,EBLER,MT,195406N0730500W
A315,MEDON,MT,194618N0730036W
A315,SAVAR,MT,190524N0723606W
A315,AGNUR,MT,183954N0722118W
A315,PAP,MT,183436N0721818W
A315,FAVIT,MT,181554N0720848W
A315,TOVOL,MT,180806N0720500W
A315,DARKE,MT,175530N0715654W
A315,PIGBI,MT,173312N0714254W
A315,KESVI,MD,171054N0712900W
A315,KATIN,MD,165442N0711854W
A315,VESKA,MD,160000N0704500W
A315,PENKO,TN,150506N0701906W
A315,DUSAN,TN,142348N0700036W
A315,ONDAS,TN,130230N0692324W
A315,AGLIS,TN,123312N0691012W
A315,PJG,TN,121148N0690042W
A315,OVILA,TN,114318N0682400W
A315,AVELO,SV,112506N0680036W
A315,ATONO,SV,105924N0672900W
A315,MARES,SV,104724N0671248W
A315,MIQ,SV,103636N0665924W
A317,TAP,MM,144730N0922230W
A317,TECUN,MG,143948N0920842W
A317,KAVIT,MG,141136N0911800W
A317,SJO,MG,135600N0904954W
A317,DUPES,MG,134724N0901918W
A317,DUNEL,MG,134348N0900654W
A317,AMESA,MS,133718N0894412W
A317,CAT,MS,132554N0890448W
A317,UMIPI,MS,130930N0882724W
A317,GABOS,MS,130500N0881706W
A317,TUKOR,MN,125318N0874854W
A317,URPOS,MN,123348N0870606W
A317,MGA,MN,120824N0861030W
A317,EMARI,MN,113354N0852018W
A317,CHILE,MR,110336N0843324W
A317,RADON,MR,104212N0840406W
A317,TIGRE,MR,102912N0834836W
A317,LIO,MR,095748N0830136W
A317,BUFEO,MR,094900N0823412W
A317,BITOR,MP,091606N0810000W
A317,TBG,MP,084718N0793342W
A317,ITAGO,MP,080448N0783724W
A317,DAKMO,MP,072742N0774836W
A319,PALAS,MD,163400N0714100W
A319,KATIN,MD,165442N0711854W
A319,RAGUS,MD,171442N0705730W
A319,GABRA,MD,175118N0701800W
A319,POLUX,MD,180348N0700418W
A319,LECKY,MD,181330N0695342W
A319,CDO,MD,182600N0694000W
A319,BIBOK,MD,184524N0691730W
A319,GABOK,MD,184724N0691506W
A319,BETUM,MD,185936N0690054W
A319,PIXAR,MD,190830N0685024W
A319,BETIR,TJ,192036N0683618W
A319,TBG,MP,084718N0793342W
A319,PANIL,MP,091442N0790700W
A319,AGUJA,MP,105906N0772500W
A319,ESKOR,SK,112230N0770000W
A319,NESMO,SK,121630N0760530W
A319,SIPOK,SK,125606N0752512W
A319,ERIKO,SK,141000N0740900W
A319,OROSA,SK,141842N0740000W
A32,CV,LF,423436N0084824E
A32,GORIT,LF,424300N0083142E
A32,CALNO,LF,424800N0082154E
A32,MERLU,LF,430448N0074736E
A321,ILUBA,MM,201124N0852030W
A321,VETSA,MH,193430N0850042W
A321,OMIRO,MH,183130N0842942W
A321,CISNE,MH,172442N0835700W
A321,BONOS,MH,160324N0831842W
A321,CRUTA,MH,151506N0825606W
A321,PELRA,MP,141506N0822700W
A321,SPP,SK,123454N0814218W
A321,BIXOX,MP,113342N0810718W
A321,MORLI,MP,104106N0803700W
A321,TBG,MP,084718N0793342W
A321,IRATA,MP,072930N0784806W
A321,BUSMO,MP,064306N0782000W
A321,ASIKO,SK,041430N0765324W
A321,SIGIR,SK,034442N0763612W
A321,CLO,SK,032406N0762424W
A322,SPP,SK,123454N0814218W
A322,AMUBI,MP,113618N0824306W
A322,COLOR,MR,104512N0833500W
A322,TIGRE,MR,102912N0834836W
A322,BARVA,MR,101154N0840318W
A322,TIO,MR,095900N0841412W
A323,BOG,SK,045048N0741924W
A323,MQU,SK,051218N0745518W
A323,RENOS,SK,053548N0751024W
A323,RNG,SK,055848N0752506W
A323,NENES,SK,061506N0754848W
A323,KOTIN,SK,063200N0761330W
A323,ISRAP,SK,065048N0764106W
A323,IVROS,MP,073406N0774400W
A323,PUNBA,MP,080800N0783506W
A323,TBG,MP,084718N0793342W
A324,FOF,TF,143524N0610124W
A324,KISES,TT,141112N0610006W
A324,BNE,TL,134400N0605836W
A324,RIBOR,TT,132248N0610730W
A324,SV,TV,130824N0611336W
A324,RESAS,TT,123406N0613030W
A324,DUSAL,TT,122718N0613348W
A324,GND,TG,120006N0614706W
A324,IMORO,TG,113054N0613936W
A324,DUKLA,TT,112230N0613730W
A324,POS,TT,102800N0612330W
A324,BOVEL,TT,094836N0605206W
A324,MINDA,TT,085500N0600936W
A324,ALBEP,SY,081906N0594112W
A324,ORANI,SY,072854N0590154W
A324,EDMEK,SY,065318N0583400W
A324,TIM,SY,062948N0581536W
A325,PRA,VA,240212N0744436E
A325,INTIX,VA,241306N0740924E
A325,TASOP,OP,251318N0704800E
A325,KE,OP,253112N0694618E
A325,POTUP,OP,252200N0690600E
A325,DOVDO,OP,251436N0683354E
A325,PUNAM,OP,250100N0673700E
A325,KC,OP,245442N0671054E
A325,MELOM,OP,250336N0663136E
A325,PUNEL,OP,251836N0652248E
A325,PARET,OP,252518N0645100E
A325,BIVIN,OP,250348N0614742E
A326,ANRAT,ZB,383930N1195724E
A326,UNSEK,ZY,383648N1201406E
A326,ALARA,ZY,383342N1203306E
A326,MAKNO,ZY,382748N1210854E
A326,NUNDU,ZY,382654N1211448E
A326,DOBGA,ZY,382448N1212730E
A326,POVAG,ZY,381642N1221506E
A326,SANKO,ZS,381500N1222712E
A326,OBDIS,ZS,380554N1223900E
A326,DONVO,ZS,373400N1232000E
A326,IKEKA,ZS,364954N1232118E
A326,OMLIB,ZS,362442N1232200E
A326,LUDVU,ZS,350900N1232406E
A326,DOPNO,ZS,350000N1232418E
A326,IVPIP,ZS,344912N1232512E
A326,IKADI,ZS,340530N1232900E
A326,SURAK,ZS,314624N1232930E
A326,AKARA,ZS,313000N1233000E
A326,TONIX,ZS,311954N1233236E
A326,MIGOL,ZS,304548N1234142E
A326,APITO,ZS,293500N1240000E
A331,SEDAR,KZ,453024N1264300W
A331,ZANNG,KZ,440536N1295842W
A331,ZAGER,KZ,394736N1380724W
A331,ZINNO,KZ,350000N1451430W
A331,ZEMOM,KZ,301254N1510700W
A331,ZOULU,KZ,251148N1562518W
A331,ZIGIE,PH,241848N1571706W
A332,HEMLO,KZ,431806N1264048W
A332,HEKAB,KZ,392448N1345824W
A332,HELOP,KZ,350000N1422030W
A332,HALLI,KZ,300318N1490512W
A332,AUNTI,PH,244318N1551548W
A333,DINOM,UE,633330N1070000E
A333,RUKOL,UE,614830N1120712E
A333,LEBNA,UE,604300N1144900E
A333,GIMAR,UE,602136N1155842E
A333,AKATA,UE,595330N1172512E
A333,OKUNI,UE,590642N1193630E
A333,NITUS,UE,583900N1204836E
A333,BANLI,UE,570930N1233254E
A333,MORIB,UE,570342N1234248E
A333,ORTEL,UE,562254N1245048E
A333,OKNOR,UE,560348N1252130E
A333,GIMOL,UE,551848N1263106E
A333,LALIR,UE,544836N1271554E
A333,BAKAT,UH,540448N1282124E
A333,ODENA,UH,533148N1290848E
A333,IPREL,UH,525648N1295718E
A333,DELUK,UH,520418N1310648E
A333,OSPIR,UH,514742N1312800E
A333,KEGES,UH,511130N1321306E
A333,BESPA,UH,500524N1332554E
A333,NIKRA,UH,492830N1340412E
A333,IVADA,UH,490500N1342806E
A333,HAB,UH,483242N1351236E
A333,GIRAM,UH,475912N1352048E
A333,LUGRE,UH,474918N1352312E
A333,OTMIR,UH,471642N1353054E
A333,AGUNI,UH,464936N1353712E
A333,LUTEL,UH,462124N1354418E
A333,RUSOT,UH,460436N1354812E
A334,HTY,VT,065600N1002318E
A334,TAXEB,VT,064642N1004642E
A334,PASVA,VT,061530N1020430E
A334,VKB,WM,060948N1021854E
A336,KA,OP,244942N0663954E
A336,BEGIM,OP,244300N0670000E
A336,KC,OP,245442N0671054E
A337,DAGDA,RJ,334900N1422054E
A337,NOGAK,RJ,300012N1430954E
A337,SAGOP,RJ,250018N1442024E
A337,TEGOD,RJ,210000N1451148E
A337,TEEDE,KZ,172524N1463106E
A337,SNAPP,PG,155112N1463618E
A337,FONUG,KZ,141054N1464812E
A337,AXIDE,KZ,123112N1465948E
A337,JUNIE,PG,113248N1470630E
A338,CH,NZ,433012S1723054E
A338,PEHRR,NZ,441000S1722424E
A338,HELGE,NZ,451354S1721342E
A338,LASSE,NZ,500000S1712000E
A338,MYLUS,NZ,550000S1705500E
A338,FRITH,NZ,600000S1702000E
A338,URROA,NZ,650000S1693200E
A338,SNIPT,NZ,700000S1682000E
A338,JIPIG,NZ,741000S1665206E
A338,BOENZ,NZ,750000S1663000E
A338,JEHOO,NZ,761100S1655124E
A338,RAPPY,NZ,771030S1651336E
A338,BYRRD,NZ,773000S1650000E
A338,NOBEY,NZ,774500S1654200E
A339,VALRA,YM,214242S1221248E
A339,POKOS,YB,203430S1224030E
A339,CIN,YB,173518S1235106E
A339,NIKOM,YB,154418S1244324E
A339,GUNAM,YB,144200S1251212E
A339,IDOTO,YB,113106S1263848E
A339,IKUMA,YB,102548S1270806E
A339,ELBIS,YB,090518S1274342E
A339,PINIR,WP,084636S1274806E
A339,OSUVI,WA,051112S1283824E
A339,SADEP,WA,032036S1290412E
A339,PEBKU,WA,005536S1292348E
A339,DOTIR,WA,012042N1300930E
A339,BOLUG,RP,040000N1304636E
A339,POXEL,RP,043912N1305536E
A339,SHREE,RP,053900N1310924E
A339,WRNNR,KZ,110948N1322800E
A339,TILLY,KZ,171142N1335724E
A339,KEITH,RJ,210000N1345648E
A339,SABGU,RJ,252954N1345918E
A339,MAKDA,RJ,271612N1355100E
A339,TAXON,RJ,300012N1371418E
A339,BOLED,RJ,305748N1374448E
A339,MAPDO,RJ,323648N1383842E
A339,YOSHI,RJ,331012N1385724E
A34,SITET,LF,500600N0000000E
A34,ETRAT,LF,494100N0000948E
A34,DVL,LF,491836N0001848E
A34,LISEU,LF,490612N0002406E
A34,LGL,LF,484724N0003148E
A34,BOBSA,LF,482948N0003854E
A34,BENAR,LF,481512N0004442E
A34,KOVAK,LF,475936N0005048E
A34,VANAD,LF,475012N0005424E
A34,AMB,LF,472542N0010354E
A34,SOPIL,LF,470136N0010318E
A34,OLINO,LF,465254N0010254E
A34,BALAN,LF,463100N0010200E
A34,LMG,LF,454900N0010130E
A34,MAVAC,LF,453100N0010006E
A34,PERIG,LF,450700N0005812E
A34,BUGUS,LF,450000N0005736E
A34,RUMEL,LF,443000N0005512E
A34,LACOU,LF,441748N0005418E
A34,AGN,LF,435318N0005224E
A34,HAMRA,DA,365218N0000124W
A34,BAHRI,DA,361742N0000412E
A34,MOS,DA,355354N0000812E
A341,ZAM,RP,065530N1220318E
A341,PILAS,RP,064918N1213900E
A341,ANKUR,RP,063930N1210006E
A341,VIMAG,RP,060136N1183236E
A341,VSN,WB,055412N1180430E
A341,AKMAR,WB,055412N1172618E
A341,TOMUD,WB,055412N1170306E
A341,VJN,WB,055400N1160200E
A342,NUZAN,PA,513624N1634206E
A342,OPAKE,PA,525618N1700918E
A342,PINSO,PA,533206N1733254E
A342,AMOND,PA,541336N1781812E
A342,DRAPP,PA,543836N1780712W
A342,CRYPT,PA,551018N1705242W
A342,CDB,PA,551600N1624624W
A343,POSOT,ZW,431100N0855824E
A343,GOBOK,ZW,432048N0842154E
A343,NLT,ZW,432554N0832242E
A343,IGLOT,ZW,432900N0814136E
A343,RULAD,ZW,433000N0804400E
A344,PKN,WA,024306S1114118E
A344,IKAPI,WA,045724S1135836E
A344,HOSTY,WA,064254S1153900E
A344,MUBOT,WA,082830S1172418E
A345,TELOK,ZY,493736N1172242E
A345,MANLI,ZY,493500N1172700E
A345,KAGAK,ZY,491600N1180600E
A345,BAVOV,ZY,491412N1190030E
A345,HLD,ZB,491212N1194918E
A345,VADGI,ZY,482000N1201242E
A345,ABVAX,ZY,472736N1203524E
A345,ELPUN,ZY,461824N1210418E
A345,IKITI,ZY,455454N1211406E
A345,APUKO,ZY,445342N1220706E
A345,DULEX,ZY,435618N1225542E
A345,UGRUP,ZY,433654N1231154E
A345,KYU,ZY,423754N1240024E
A345,EKVOK,ZY,414924N1240636E
A345,BIDIB,ZY,412424N1240948E
A345,VILIX,ZY,411654N1241024E
A345,ORAXU,ZY,410800N1241112E
A345,ANSUK,ZY,410254N1241136E
A345,DDG,ZY,401524N1241700E
A345,GOLOT,ZY,401230N1243030E
A345,GASAN,ZK,394354N1252642E
A345,GK,ZK,391306N1254030E
A346,OVRON,YB,202106S1485724E
A346,ELDEK,YB,203300S1491430E
A346,LEEAM,YB,235236S1541500E
A346,VEMLA,YB,265242S1582518E
A346,TEKEP,NZ,302924S1630000E
A346,IGLET,NZ,322824S1664212E
A346,SALAG,NZ,345042S1714100E
A346,AA,NZ,370018S1744848E
A347,APANO,VA,213500N0725900E
A347,QQZ,VA,222000N0731336E
A347,AMVIG,VA,225112N0732236E
A347,ARADO,VA,240136N0734312E
A347,UUD,VA,243654N0735336E
A347,BUBNU,VI,262624N0750418E
A347,UKASO,VI,273818N0755154E
A347,CHI,VI,282054N0764000E
A347,DPN,VI,283400N0770536E
A353,ASBUG,UT,401312N0690618E
A353,BALUG,UT,393312N0685936E
A353,SX,UT,385042N0685042E
A353,LIVDI,UT,380936N0683636E
A353,IRTAJ,UT,370048N0675548E
A357,AKTAS,UN,501900N0873500E
A357,BANIN,UN,504724N0863500E
A357,ROKVO,UN,511448N0853442E
A357,MISLU,UN,525006N0814500E
A357,BILMA,UN,535936N0793306E
A357,ABESA,UN,545536N0773742E
A357,NIKOD,UN,545748N0754600E
A357,LUSOV,UN,545754N0740430E
A357,OMONA,UN,545800N0731830E
A357,NANOL,UN,545618N0723212E
A357,BARKI,UN,545154N0710000E
A357,PSK,UA,544700N0691306E
A357,LENTA,UA,514854N0602236E
A357,OKROG,UW,511730N0591606E
A357,NINBU,UW,505748N0583554E
A357,ALGAS,UA,504612N0581206E
A357,AKB,UA,501548N0571054E
A357,AKT,UA,435218N0510354E
A357,GASBI,UB,422612N0502812E
A358,PINAX,UT,371500N0690600E
A358,BALUG,UT,393312N0685936E
A358,PF,UT,400336N0685642E
A359,PSK,UA,544700N0691306E
A359,IKANA,US,545924N0681200E
A360,MULTA,UW,510442N0565042E
A360,AKB,UA,501548N0571054E
A361,ELCOB,LF,490154N0011318E
A361,DETUR,LF,485624N0005712E
A361,LGL,LF,484724N0003148E
A361,PEPAL,LF,483300N0001500W
A361,SAMPO,LF,481312N0011654W
A361,REN,LF,480406N0014430W
A362,BUTRA,UZ,392112N0672824E
A362,AKVEZ,UT,385530N0681848E
A366,LAGMO,UA,514954N0791500E
A366,MISLU,UN,525006N0814500E
A366,APRIT,UN,531412N0824930E
A366,AMRAD,UN,531800N0830000E
A366,TUMKO,UN,534800N0833200E
A366,NEPKA,UN,540400N0835900E
A366,OKROL,UN,543230N0844742E
A366,DIKTU,UN,544130N0850342E
A366,RISPA,UN,544924N0851742E
A366,KESED,UN,551612N0860630E
A368,SARIN,ZW,465154N0825318E
A368,TCH,ZW,463930N0832206E
A368,OSUPO,ZW,461554N0840848E
A368,SALMO,ZW,454154N0851318E
A368,OMKEN,ZW,445000N0864800E
A368,IKARA,ZW,444318N0865936E
A368,UGPEL,ZW,443306N0871712E
A368,VARMI,ZW,442006N0874106E
A368,FKG,ZW,441024N0875900E
A368,GUTAN,UA,514024N0505912E
A368,OGAPI,UA,512648N0511336E
A368,URL,UA,510854N0513236E
A370,MAVAX,UT,390406N0584530E
A370,MOLAD,UT,391618N0585412E
A370,NEDIR,UT,393242N0590600E
A370,LITOR,UT,395406N0592154E
A370,DLONA,UT,402454N0594448E
A370,TAKIP,UT,410230N0601324E
A370,DARVA,UZ,411824N0602536E
A4,ODNEM,LZ,485112N0171006E
A4,TUTPI,LZ,484300N0172312E
A4,BERVA,LZ,483706N0173230E
A4,NIT,LZ,481724N0180300E
A4,ADORU,LB,415218N0263406E
A4,SERCE,LT,413436N0271836E
A4,TIRER,LT,410812N0282306E
A4,IST,LT,405742N0284836E
A4,VATCA,LT,405854N0293900E
A4,ERKAL,LT,405912N0295848E
A4,NUMSO,LT,405524N0302042E
A4,ERSEN,LT,405154N0304000E
A4,YAVRU,LT,403454N0315000E
A4,SALGO,LT,402824N0321200E
A4,BUK,LT,401430N0330618E
A4,GURBU,LT,401006N0335000E
A4,BENTA,LT,400906N0335724E
A4,TIMOP,LT,395930N0352142E
A4,HAKCE,LT,395506N0355606E
A4,ENFOR,LT,395224N0361630E
A4,OLPOT,LT,395142N0362136E
A4,SIV,LT,394724N0365336E
A4,OTSOV,LT,395000N0372554E
A4,UTURI,LT,395224N0375830E
A4,EZN,LT,395612N0385312E
A4,INTAB,LT,395624N0390606E
A4,ORHAN,LT,395654N0393442E
A4,ARKIN,LT,395706N0395500E
A4,DAMAT,LT,395724N0403954E
A4,ERZ,LT,395724N0411224E
A4,SUSUZ,LT,394054N0413630E
A4,GOKSU,LT,392936N0415248E
A4,DORUK,LT,391648N0421106E
A4,ESENK,LT,384442N0425618E
A4,VAN,LT,382800N0431930E
A400,GAPAK,DG,005642N0053024E
A400,RAMOR,DG,002624N0063500E
A400,STM,FP,002242N0064300E
A400,UBALO,FC,004254S0072918E
A400,ONLEN,FC,014312S0081148E
A400,ARAKI,FN,051800S0104400E
A400,NATAR,FN,071230S0120448E
A400,KODOR,FN,074512S0122806E
A400,VNA,FN,085042S0131448E
A400,KIMBU,FN,092354S0142830E
A400,VOTAL,FN,094024S0150524E
A400,VUE,FN,114600S0195354E
A400,EGSUD,FN,130636S0220000E
A400,GEXAG,FL,142806S0241406E
A400,KO,FL,144706S0244724E
A400,IXATA,FL,152224S0255648E
A400,EVOLU,FL,154242S0263818E
A400,ETBOM,FL,153124S0273454E
A400,VLS,FL,151942S0282518E
A400,TIMAX,FL,152324S0291736E
A400,KEPOK,FQ,152700S0302300E
A400,ANVUS,FQ,152812S0304406E
A400,ETUMA,FQ,153130S0314406E
A400,EVEKA,FQ,153418S0324218E
A400,UBTIM,FQ,153506S0325912E
A400,ITRON,FQ,153700S0333906E
A400,MIROS,FW,153800S0340000E
A400,VCL,FW,154024S0345500E
A400,MELNA,FW,155154S0354524E
A400,AD,DI,051700N0035500W
A400,EGADU,GO,045136N0030000W
A401,NN,HU,000312N0322618E
A401,BETAF,HU,004300S0331100E
A401,LABAT,HU,010012S0332730E
A401,DV,HT,065318S0391136E
A401,KISIR,HT,081030S0401600E
A401,KOBEL,HT,092500S0411842E
A401,KINAN,HT,104436S0422606E
A401,GALBA,FM,132206S0442942E
A401,IXESA,FM,145206S0454206E
A401,MG,FM,153930S0462024E
A401,UVGAD,FM,162748S0463424E
A401,DIRBA,FM,175548S0470000E
A401,TN,FM,181900S0470648E
A401,TNV,FM,184812S0473106E
A401,TE,FM,185706S0481330E
A401,TIGUR,FM,192824S0500348E
A401,GODAT,FM,195948S0520000E
A401,UNKIK,FM,201430S0525606E
A401,RERON,FM,204300S0544918E
A401,SDG,FM,205306S0553036E
A401,SOBAT,FI,204306S0561554E
A402,ETMOS,FQ,282224S0355618E
A402,APLUK,FA,285212S0342530E
A402,ESRET,FA,291642S0330806E
A402,EVIDO,FA,293842S0320448E
A402,TGV,FA,293642S0310730E
A402,OKTAN,FA,301800S0303454E
A402,PJV,FA,313630S0293112E
A402,ELV,FA,330212S0274924E
A402,PEV,FA,335936S0253618E
A402,GRV,FA,340024S0222236E
A402,CDV,FA,340648S0192842E
A402,CTV,FA,335812S0183618E
A403,GRT,HL,302342N0133512E
A403,ELITI,HL,280000N0141236E
A403,BOXAL,HL,273000N0142012E
A403,SEB,HL,265942N0142736E
A403,TAJAR,HL,242200N0143436E
A403,TUMMO,FT,220000N0144018E
A403,AMDIR,FT,190324N0144706E
A403,SEMOK,FT,160000N0145400E
A403,DEVGU,FT,143906N0145654E
A403,DEPOS,FT,132848N0145924E
A403,FL,FT,120830N0150218E
A403,LOSGO,FT,104830N0151000E
A403,MEKAL,FT,092400N0151800E
A403,UMOSA,FT,080000N0152554E
A403,LURTI,FE,045036N0154336E
A403,BT,FE,041348N0154700E
A403,MOROS,FK,024824N0154254E
A403,CF,FC,000118S0153442E
A403,VONTI,FC,014842S0152642E
A403,LISIT,FC,030000S0152212E
A403,BZ,FC,041506S0151448E
A404,VCL,FW,154024S0345500E
A404,LABLO,FW,155736S0340630E
A404,VTZ,FQ,160730S0333824E
A404,ENAKU,FV,164248S0324912E
A404,VHA,FV,175424S0310706E
A404,BONAL,FV,191824S0260506E
A404,UNLUV,FB,193018S0251830E
A404,MAV,FB,195854S0232412E
A404,TAVAS,FY,210100S0210000E
A404,VEDRY,FY,222836S0172812E
A405,MB,HT,085524S0332730E
A405,ETOLI,FL,121130S0323518E
A405,ADMIS,FL,132254S0321918E
A405,UDPIX,FL,133442S0321600E
A405,TEVAS,FL,142218S0320330E
A405,MAKIR,FQ,161118S0313448E
A405,VHA,FV,175424S0310706E
A405,VMV,FV,200324S0305112E
A405,UTULI,FV,221000S0292730E
A405,GWV,FA,221442S0292436E
A405,GABNA,FA,241000S0283400E
A405,UTRUK,FA,254030S0275000E
A405,GAV,FA,263054S0274036E
A405,EKBEX,FA,280042S0254724E
A405,APDUR,FA,281918S0252312E
A405,KYV,FA,284800S0244536E
A405,EGRUP,FA,311006S0231542E
A405,VWV,FA,312348S0230630E
A405,SLV,FA,322700S0203724E
A405,CSV,FA,331506S0192618E
A405,CTV,FA,335812S0183618E
A406,KSA,FZ,042406S0152506E
A406,ABGUV,FZ,050630S0163130E
A406,SHIMA,FZ,063148S0184442E
A406,XUTES,FZ,065430S0192054E
A406,PORAT,FZ,073018S0201730E
A406,AMRIL,FZ,083418S0220000E
A406,IVGOK,FZ,111700S0265000E
A406,LUB,FZ,113606S0273018E
A406,BESHO,FL,120006S0274954E
A406,TOBAN,FL,122112S0280736E
A406,VND,FL,125954S0284000E
A406,SENGI,FL,130818S0301830E
A406,VMF,FL,131542S0315448E
A406,AXEBO,FW,133148S0324942E
A406,DVL,FW,134842S0334830E
A408,HDH,OY,144624N0425912E
A408,ORNIS,OY,141618N0423700E
A408,SALEH,OY,140000N0422500E
A408,SOLIR,HH,135224N0421918E
A408,EDITO,HH,133918N0420918E
A408,OKMAB,HH,133300N0420500E
A408,IBRAD,HH,132554N0420000E
A408,BOPSA,HH,131200N0414948E
A409,SOBTO,FZ,100354S0285642E
A409,MA,FL,110730S0285148E
A409,VND,FL,125954S0284000E
A409,AVEKU,FL,135800S0283354E
A409,VLS,FL,151942S0282518E
A409,ETLUN,FL,162800S0280700E
A409,ESTAK,FL,165100S0280000E
A410,MPK,FE,042242N0183130E
A410,SABSA,FC,030730N0180300E
A410,SERAL,FC,022100N0174524E
A410,LUSKA,FC,003306S0163942E
A410,GALNI,FC,015754S0160742E
A410,INEBA,FC,030336S0154248E
A410,BZ,FC,041506S0151448E
A410,KAFIA,HJ,084400N0233100E
A410,ALMAM,HJ,093348N0244454E
A410,RADAG,HS,110342N0270018E
A410,OBD,HS,130642N0301336E
A410,IMSUT,HS,142048N0312230E
A410,RADKA,HS,145006N0315042E
A410,VATEN,HS,153400N0323312E
A411,VARAS,GM,340130N0062054W
A411,IPLOS,GM,335854N0054418W
A411,DEMUM,GM,335648N0051524W
A411,FES,GM,335536N0050048W
A411,EMKOK,GM,340712N0042106W
A411,SOVAL,GM,341024N0041006W
A411,DOTIV,GM,342148N0032830W
A411,XAVOV,GM,343336N0024512W
A411,ROMOR,GM,343606N0023600W
A411,OJD,GM,344624N0015700W
A411,ORSUP,DA,345054N0015024W
A411,ORA,DA,353648N0003918W
A411,MOS,DA,355354N0000812E
A411,DAHRA,DA,362154N0013000E
A411,CHE,DA,363606N0021136E
A411,ALR,DA,364130N0031254E
A411,BNA,DA,363906N0033530E
A411,BJA,DA,364254N0050436E
A411,JIL,DA,364754N0055230E
A411,ANB,DA,364954N0074854E
A411,MORJA,DT,365006N0083900E
A411,LABIP,DT,364936N0085830E
A411,BARIM,DT,364948N0090636E
A411,KEMIR,DT,365018N0092518E
A411,TUC,DT,365106N0101354E
A411,GIBLI,DT,362300N0102706E
A411,VAXAL,DT,361706N0103000E
A411,LARBI,DT,361324N0103148E
A411,MON,DT,354518N0104454E
A411,ELJEM,DT,352518N0104348E
A411,KADRA,DT,345800N0104218E
A411,SFX,DT,344300N0104118E
A411,ORSIN,DT,342800N0104254E
A411,BISKO,DT,341736N0104342E
A411,JBA,DT,335236N0104618E
A411,MITBA,DT,333918N0111142E
A411,TANLI,DT,332936N0113000E
A411,REXOS,HL,331700N0120800E
A411,DERKA,HL,330900N0132200E
A411,KAVOX,HL,325700N0145606E
A411,GARUS,HL,324000N0170000E
A411,PEBAN,HL,324000N0180500E
A411,BNA,HL,320730N0201512E
A411,MKILY,HL,315900N0222000E
A411,TOKBU,HL,315112N0235518E
A411,LOSUL,HE,314100N0250800E
A412,TAN,OS,332854N0383912E
A412,RAFIF,OS,331248N0381918E
A412,ZELAF,OJ,325654N0380000E
A412,DAXEN,OJ,324442N0374106E
A412,NADEK,OJ,322730N0371430E
A412,ASLON,OJ,321212N0365112E
A412,KUPRI,OJ,320824N0364530E
A412,LUDAN,OJ,320254N0363712E
A412,GETUP,OJ,315836N0363036E
A412,QAA,OJ,314424N0360930E
A412,OSAMA,OJ,315548N0353706E
A414,DHN,OI,351518N0524312E
A414,BUBUX,OI,353024N0524812E
A414,LABET,OI,360948N0530130E
A414,DNZ,OI,363854N0531118E
A414,DATOL,OI,364718N0534706E
